PF00389	2-Hacid_dh
PF09406	DUF2004
PF09407	DUF2005
PF09408	Spike_rec_bind
PF09409	PUB
PF09411	PagL
PF09412	XendoU
PF09413	DUF2007
PF09414	RNA_ligase
PF09415	CENP-X
PF09416	UPF1_Zn_bind
PF09418	DUF2009
PF09419	PGP_phosphatase
PF09420	Nop16
PF09421	FRQ
PF09422	WTX
PF09423	PhoD
PF09424	YqeY
PF09425	CCT_2
PF09426	Nyv1_N
PF09427	DUF2014
PF09428	DUF2011
PF09429	Wbp11
PF09430	DUF2012
PF09431	DUF2013
PF09432	THP2
PF09435	DUF2015
PF09436	DUF2016
PF09437	Pombe_5TM
PF09438	DUF2017
PF09439	SRPRB
PF09440	eIF3_N
PF09441	Abp2
PF09442	DUF2018
PF09443	CFC
PF09444	MRC1
PF09445	Methyltransf_15
PF09446	VMA21
PF09447	Cnl2_NKP2
PF09448	MmlI
PF09449	DUF2020
PF09450	DUF2019
PF09451	ATG27
PF09452	Mvb12
PF09453	HIRA_B
PF09454	Vps23_core
PF09455	Cas_DxTHG
PF09456	RcsC
PF09457	RBD-FIP
PF09458	H_lectin
PF09459	EB_dh
PF09460	Saf-Nte_pilin
PF09461	PcF
PF09462	Mus7
PF09463	Opy2
PF09465	LBR_tudor
PF09466	Yqai
PF09467	Yopt
PF09468	RNase_H2-Ydr279
PF09469	Cobl
PF09470	Telethonin
PF09471	Peptidase_M64
PF09472	MtrF
PF09474	Type_III_YscX
PF09475	Dot_icm_IcmQ
PF09476	Pilus_CpaD
PF09477	Type_III_YscG
PF09478	CBM49
PF09479	Flg_new
PF09480	PrgH
PF09481	CRISPR_Cse1
PF09482	OrgA_MxiK
PF09483	HpaP
PF09484	Cas_TM1802
PF09485	CRISPR_Cse2
PF09486	HrpB7
PF09487	HrpB2
PF09488	Osmo_MPGsynth
PF09489	CbtB
PF09490	CbtA
PF09491	RE_AlwI
PF09492	Pec_lyase
PF09493	DUF2389
PF09494	Slx4
PF09495	DUF2462
PF09496	CENP-O
PF09497	Med12
PF09498	DUF2388
PF09499	RE_ApaLI
PF09500	YiiD_Cterm
PF09501	Bac_small_YrzI
PF09502	HrpB4
PF09504	RE_Bsp6I
PF09505	Dimeth_Pyl
PF09506	Salt_tol_Pase
PF09508	Lact_bio_phlase
PF09507	CDC27
PF09509	Hypoth_Ymh
PF09510	Rtt102p
PF09511	RNA_lig_T4_1
PF09512	ThiW
PF09514	SSXRD
PF09515	Thia_YuaJ
PF09516	RE_CfrBI
PF09517	RE_Eco29kI
PF09518	RE_HindIII
PF09519	RE_HindVP
PF09520	RE_TdeIII
PF09521	RE_NgoPII
PF09522	RE_R_Pab1
PF09523	DUF2390
PF09524	Phg_2220_C
PF09526	DUF2387
PF09527	ATPase_gene1
PF09528	Ehrlichia_rpt
PF09529	Intg_mem_TP0381
PF09531	Ndc1_Nup
PF09532	FDF
PF09533	DUF2380
PF09534	Trp_oprn_chp
PF09535	Gmx_para_CXXCG
PF09536	DUF2378
PF09537	DUF2383
PF09538	FYDLN_acid
PF09539	DUF2385
PF09543	DUF2379
PF09544	DUF2381
PF09545	RE_AccI
PF09546	Spore_III_AE
PF09547	Spore_IV_A
PF09548	Spore_III_AB
PF09549	RE_Bpu10I
PF09550	DUF2376
PF09551	Spore_II_R
PF09552	RE_BstXI
PF09553	RE_Eco47II
PF09554	RE_HaeII
PF09556	RE_HaeIII
PF09557	DUF2382
PF09558	DUF2375
PF09559	Cas6
PF09560	Spore_YunB
PF09561	RE_HpaII
PF09562	RE_LlaMI
PF09563	RE_LlaJI
PF09564	RE_NgoBV
PF09565	RE_NgoFVII
PF09566	RE_SacI
PF09567	RE_MamI
PF09568	RE_MjaI
PF09569	RE_ScaI
PF09570	RE_SinI
PF09571	RE_XcyI
PF09572	RE_XamI
PF09573	RE_TaqI
PF09574	DUF2374
PF09575	Spore_SspJ
PF09577	Spore_YpjB
PF09578	Spore_YabQ
PF09579	Spore_YtfJ
PF09580	Spore_YhcN_YlaJ
PF09581	Spore_III_AF
PF09582	AnfO_nitrog
PF09583	Phageshock_PspG
PF09584	Phageshock_PspD
PF09585	Lin0512_fam
PF09586	YfhO
PF09587	PGA_cap
PF09588	YqaJ
PF09589	HrpA_pilin
PF09590	Env-gp36
PF09591	DUF2463
PF09592	DUF2031
PF09593	Pathogen_betaC1
PF09594	DUF2029
PF09595	Metaviral_G
PF09596	MamL-1
PF09597	IGR
PF09598	Stm1_N
PF09599	IpaC_SipC
PF09600	Cyd_oper_YbgE
PF09601	DUF2459
PF09602	PhaP_Bmeg
PF09603	Fib_succ_major
PF09604	Potass_KdpF
PF09605	Trep_Strep
PF09606	Med15
PF09607	BrkDBD
PF09608	Alph_Pro_TM
PF09609	Cas_GSU0054
PF09610	Myco_arth_vir_N
PF09611	Cas_Csy1
PF09612	HtrL_YibB
PF09613	HrpB1_HrpK
PF09614	Cas_Csy2
PF09615	Cas_Csy3
PF09617	Cas_GSU0053
PF09618	Cas_Csy4
PF09619	YscW
PF09620	Cas_csx3
PF09621	LcrR
PF09622	DUF2391
PF09623	Cas_NE0113
PF09624	DUF2393
PF09625	VP9
PF09626	DHC
PF09627	PrgU
PF09628	YvfG
PF09629	YorP
PF09630	DUF2024
PF09631	Sen15
PF09632	Rac1
PF09633	DUF2023
PF09634	DUF2025
PF09635	MetRS-N
PF09636	XkdW
PF09637	Med18
PF09638	Ph1570
PF09639	YjcQ
PF09640	DUF2027
PF09641	DUF2026
PF09642	YonK
PF09643	YopX
PF09644	Mg296
PF09645	F-112
PF09646	Gp37
PF09648	YycI
PF09649	CHZ
PF09650	PHA_gran_rgn
PF09651	Cas_APE2256
PF09652	Cas_VVA1548
PF09654	DUF2396
PF09655	Nitr_red_assoc
PF09656	PGPGW
PF09657	Cas_Csx8
PF09658	Cas_Csx9
PF09659	Cas_Csm6
PF09660	DUF2397
PF09661	DUF2398
PF09662	Phenyl_P_gamma
PF09663	Amido_AtzD_TrzD
PF09664	DUF2399
PF09665	RE_Alw26IDE
PF09666	Sororin
PF09667	DUF2028
PF09668	Asp_protease
PF09669	Phage_pRha
PF09670	Cas_Cas02710
PF09671	Spore_GerQ
PF09673	TrbC_Ftype
PF09674	DUF2400
PF09675	Chlamy_scaf
PF09676	TraV
PF09677	TrbI_Ftype
PF09678	Caa3_CtaG
PF09679	TraQ
PF09680	Tiny_TM_bacill
PF09681	Phage_rep_org_N
PF09682	Holin_LLH
PF09683	Lactococcin_972
PF09684	Tail_P2_I
PF09685	Tic20
PF09686	Plasmid_RAQPRD
PF09687	PRESAN
PF09688	Wx5_PLAF3D7
PF09689	PY_rept_46
PF09690	PYST-C1
PF09691	PulS_OutS
PF09692	Arb1
PF09693	Phage_XkdX
PF09694	Gcw_chp
PF09695	YtfJ_HI0045
PF09696	Ctf8
PF09697	Porph_ging
PF09698	GSu_C4xC__C2xCH
PF09699	Paired_CXXCH_1
PF09700	Cas_Cmr3
PF09701	Cas_Cmr5
PF09702	Cas_Csa5
PF09703	Cas_Csa4
PF09704	Cas_Cas5d
PF09706	Cas_CXXC_CXXC
PF09707	Cas_Cas2CT1978
PF09709	Cas_Csd1
PF09710	Trep_dent_lipo
PF09711	Cas_Csn2
PF09712	PHA_synth_III_E
PF09713	A_thal_3526
PF09715	Plasmod_dom_1
PF09716	ETRAMP
PF09717	CPW_WPC
PF09718	Tape_meas_lam_C
PF09719	C_GCAxxG_C_C
PF09720	Unstab_antitox
PF09721	Exosortase_EpsH
PF09722	DUF2384
PF09723	Zn-ribbon_8
PF09724	DUF2036
PF09725	Fra10Ac1
PF09726	Macoilin
PF09727	CortBP2
PF09728	Taxilin
PF09729	Gti1_Pac2
PF09730	BicD
PF09731	Mitofilin
PF09732	CactinC_cactus
PF09733	VEFS-Box
PF09734	Tau95
PF09735	Nckap1
PF09736	Bud13
PF09737	Det1
PF09738	DUF2051
PF09739	MCM_bind
PF09740	DUF2043
PF09741	DUF2045
PF09742	Dymeclin
PF09743	DUF2042
PF09744	Jnk-SapK_ap_N
PF09745	DUF2040
PF09746	Membralin
PF09747	DUF2052
PF09748	Med10
PF09749	HVSL
PF09750	DRY_EERY
PF09751	Es2
PF09752	DUF2048
PF09753	Use1
PF09754	PAC2
PF09755	DUF2046
PF09756	DDRGK
PF09757	Arb2
PF09758	FPL
PF09759	Atx10homo_assoc
PF09762	KOG2701
PF09763	Sec3_C
PF09764	Nt_Gln_amidase
PF09765	WD-3
PF09766	FimP
PF09767	DUF2053
PF09768	Peptidase_M76
PF09769	ApoO
PF09770	PAT1
PF09771	Tmemb_18A
PF09772	Tmem26
PF09773	Meckelin
PF09774	Cid2
PF09775	Keratin_assoc
PF09776	Mitoc_L55
PF09777	OSTMP1
PF09778	Guanylate_cyc_2
PF09779	Ima1_N
PF09781	NDUF_B5
PF09782	NDUF_B6
PF09783	Vac_ImportDeg
PF09784	L31
PF09785	Prp31_C
PF09786	CytochromB561_N
PF09787	Golgin_A5
PF09788	Tmemb_55A
PF09789	DUF2353
PF09790	Hyccin
PF09791	Oxidored-like
PF09792	But2
PF09793	AD
PF09794	Avl9
PF09795	Atg31
PF09796	QCR10
PF09797	NatB_MDM20
PF09798	LCD1
PF09799	Transmemb_17
PF09801	SYS1
PF09802	Sec66
PF09803	DUF2346
PF09804	DUF2347
PF09805	Nop25
PF09806	CDK2AP
PF09807	DUF2348
PF09808	SNAPc_SNAP43
PF09809	MRP-L27
PF09810	Exo5
PF09811	Yae1_N
PF09812	MRP-L28
PF09813	Coiled-coil_56
PF09814	HECT_2
PF09815	XK-related
PF09816	EAF
PF09817	DUF2352
PF09818	ABC_ATPase
PF09819	ABC_cobalt
PF09820	AAA-ATPase_like
PF09821	AAA_assoc_C
PF09822	ABC_transp_aux
PF09823	DUF2357
PF09824	ArsR
PF09825	BPL_N
PF09826	Beta_propel
PF09827	CRISPR_Cas2
PF09828	Chrome_Resist
PF09829	DUF2057
PF09830	ATP_transf
PF09831	DUF2058
PF09832	DUF2059
PF09834	DUF2061
PF09835	DUF2062
PF09836	DUF2063
PF09837	DUF2064
PF09838	DUF2065
PF09839	DUF2066
PF09840	DUF2067
PF09842	DUF2069
PF09843	DUF2070
PF09844	DUF2071
PF09845	DUF2072
PF09846	DUF2073
PF09847	DUF2074
PF09848	DUF2075
PF09849	DUF2076
PF09850	DUF2077
PF09851	SHOCT
PF09852	DUF2079
PF09853	DUF2080
PF09855	DUF2082
PF09856	DUF2083
PF09857	DUF2084
PF09858	DUF2085
PF09859	Oxygenase-NA
PF09860	DUF2087
PF09861	DUF2088
PF09862	DUF2089
PF09863	DUF2090
PF09864	MliC
PF09865	DUF2092
PF09866	DUF2093
PF09867	DUF2094
PF09868	DUF2095
PF09869	DUF2096
PF09870	DUF2097
PF09871	DUF2098
PF09872	DUF2099
PF09873	DUF2100
PF09874	DUF2101
PF09875	DUF2102
PF09876	DUF2103
PF09877	DUF2104
PF09878	DUF2105
PF09879	DUF2106
PF09880	DUF2107
PF09881	DUF2108
PF09882	DUF2109
PF09883	DUF2110
PF09884	DUF2111
PF09885	DUF2112
PF09886	DUF2113
PF09887	DUF2114
PF09888	DUF2115
PF09889	DUF2116
PF09890	DUF2117
PF09891	DUF2118
PF09892	DUF2119
PF09893	DUF2120
PF09894	DUF2121
PF09895	DUF2122
PF09897	DUF2124
PF09898	DUF2125
PF09899	DUF2126
PF09900	DUF2127
PF09902	DUF2129
PF09903	DUF2130
PF09904	HTH_43
PF09905	DUF2132
PF09906	DUF2135
PF09907	DUF2136
PF09909	DUF2138
PF09910	DUF2139
PF09911	DUF2140
PF09912	DUF2141
PF09913	DUF2142
PF09916	DUF2145
PF09917	DUF2147
PF09918	DUF2148
PF09919	DUF2149
PF09920	DUF2150
PF09921	DUF2153
PF09922	DUF2154
PF09923	DUF2155
PF09924	DUF2156
PF09925	DUF2157
PF09926	DUF2158
PF09928	DUF2160
PF09929	DUF2161
PF09930	DUF2162
PF09931	DUF2163
PF09932	DUF2164
PF09933	DUF2165
PF09935	DUF2167
PF09936	Methyltrn_RNA_4
PF09937	DUF2169
PF09938	DUF2170
PF09939	DUF2171
PF09940	DUF2172
PF09941	DUF2173
PF09943	DUF2175
PF09945	DUF2177
PF09946	DUF2178
PF09947	DUF2180
PF09948	DUF2182
PF09949	DUF2183
PF09950	DUF2184
PF09951	DUF2185
PF09952	DUF2186
PF09953	DUF2187
PF09954	DUF2188
PF09955	DUF2189
PF09956	DUF2190
PF09957	DUF2191
PF09958	DUF2192
PF09959	DUF2193
PF09960	DUF2194
PF09961	DUF2195
PF09962	DUF2196
PF09963	DUF2197
PF09964	DUF2198
PF09965	DUF2199
PF09966	DUF2200
PF09967	DUF2201
PF09968	DUF2202
PF09969	DUF2203
PF09970	DUF2204
PF09971	DUF2206
PF09972	DUF2207
PF09973	DUF2208
PF09974	DUF2209
PF09976	TPR_21
PF09977	Tad_C
PF09979	DUF2213
PF09980	DUF2214
PF09981	DUF2218
PF09982	DUF2219
PF09983	DUF2220
PF09984	DUF2222
PF09985	DUF2223
PF09986	DUF2225
PF09987	DUF2226
PF09988	DUF2227
PF09989	DUF2229
PF09990	DUF2231
PF09991	DUF2232
PF09992	DUF2233
PF09994	DUF2235
PF09995	DUF2236
PF09996	DUF2237
PF09997	DUF2238
PF09998	DUF2239
PF09999	DUF2240
PF10000	ACT_3
PF10001	DUF2242
PF10002	DUF2243
PF10003	DUF2244
PF10004	DUF2247
PF10005	DUF2248
PF10006	DUF2249
PF10007	DUF2250
PF10008	DUF2251
PF10009	DUF2252
PF10011	DUF2254
PF10012	DUF2255
PF10013	DUF2256
PF10014	2OG-Fe_Oxy_2
PF10015	DUF2258
PF10016	DUF2259
PF10017	Methyltransf_33
PF10018	Med4
PF10020	DUF2262
PF10021	DUF2263
PF10022	DUF2264
PF10023	DUF2265
PF10025	DUF2267
PF10026	DUF2268
PF10027	DUF2269
PF10028	DUF2270
PF10029	DUF2271
PF10030	DUF2272
PF10031	DUF2273
PF10032	Pho88
PF10033	ATG13
PF10034	Dpy19
PF10035	DUF2179
PF10036	RLL
PF10037	MRP-S27
PF10038	DUF2274
PF10039	DUF2275
PF10040	DUF2276
PF10041	DUF2277
PF10042	DUF2278
PF10043	DUF2279
PF10044	Ret_tiss
PF10045	DUF2280
PF10046	BLOC1_2
PF10047	DUF2281
PF10048	DUF2282
PF10049	DUF2283
PF10050	DUF2284
PF10051	DUF2286
PF10052	DUF2288
PF10053	DUF2290
PF10054	DUF2291
PF10055	DUF2292
PF10056	DUF2293
PF10057	DUF2294
PF10058	DUF2296
PF10060	DUF2298
PF10061	DUF2299
PF10062	DUF2300
PF10063	DUF2301
PF10065	DUF2303
PF10066	DUF2304
PF10067	DUF2306
PF10069	DICT
PF10070	DUF2309
PF10071	DUF2310
PF10073	DUF2312
PF10074	DUF2285
PF10075	PCI_Csn8
PF10076	DUF2313
PF10077	DUF2314
PF10078	DUF2316
PF10079	DUF2317
PF10080	DUF2318
PF10081	Abhydrolase_9
PF10082	DUF2320
PF10083	DUF2321
PF10084	DUF2322
PF10086	DUF2324
PF10087	DUF2325
PF10088	DUF2326
PF10090	DUF2328
PF10091	Glycoamylase
PF10092	DUF2330
PF10093	DUF2331
PF10094	DUF2332
PF10095	DUF2333
PF10096	DUF2334
PF10097	DUF2335
PF10098	DUF2336
PF10099	RskA
PF10100	DUF2338
PF10101	DUF2339
PF10102	DUF2341
PF10103	DUF2342
PF10104	Brr6_like_C_C
PF10105	DUF2344
PF10106	DUF2345
PF10107	Endonuc_Holl
PF10108	DNA_pol_B_exo2
PF10109	FluMu_gp41
PF10110	GPDPase_memb
PF10111	Glyco_tranf_2_2
PF10112	Halogen_Hydrol
PF10113	Fibrillarin_2
PF10114	PocR
PF10115	HlyU
PF10116	Host_attach
PF10117	McrBC
PF10118	Metal_hydrol
PF10119	MethyTransf_Reg
PF10120	Aldolase_2
PF10122	Mu-like_Com
PF10123	Mu-like_Pro
PF10124	Mu-like_gpT
PF10125	NADHdeh_related
PF10126	Nit_Regul_Hom
PF10127	Nuc-transf
PF10128	OpcA_G6PD_assem
PF10129	OpgC_C
PF10130	PIN_2
PF10131	PTPS_related
PF10133	RNA_bind_2
PF10134	RPA
PF10135	Rod-binding
PF10136	SpecificRecomb
PF10137	TIR-like
PF10138	vWA-TerF-like
PF10139	Virul_Fac
PF10140	YukC
PF10141	ssDNA-exonuc_C
PF10142	PhoPQ_related
PF10143	PhosphMutase
PF10144	SMP_2
PF10145	PhageMin_Tail
PF10146	zf-C4H2
PF10147	CR6_interact
PF10148	SCHIP-1
PF10149	TM231
PF10150	RNase_E_G
PF10151	DUF2359
PF10152	DUF2360
PF10153	DUF2361
PF10154	DUF2362
PF10155	DUF2363
PF10156	Med17
PF10157	DUF2365
PF10158	LOH1CR12
PF10159	MMtag
PF10160	Tmemb_40
PF10161	DDDD
PF10162	G8
PF10163	EnY2
PF10164	DUF2367
PF10165	Ric8
PF10166	DUF2368
PF10167	NEP
PF10168	Nup88
PF10169	Laps
PF10170	C6_DPF
PF10171	DUF2366
PF10172	DDA1
PF10173	Mit_KHE1
PF10174	Cast
PF10175	MPP6
PF10176	DUF2370
PF10177	DUF2371
PF10178	DUF2372
PF10179	DUF2369
PF10180	DUF2373
PF10181	PIG-H
PF10182	Flo11
PF10183	ESSS
PF10184	DUF2358
PF10185	Mesd
PF10186	Atg14
PF10187	Nefa_Nip30_N
PF10188	Oscp1
PF10189	DUF2356
PF10190	Tmemb_170
PF10191	COG7
PF10192	GpcrRhopsn4
PF10193	Telomere_reg-2
PF10195	Phospho_p8
PF10197	Cir_N
PF10198	Ada3
PF10199	Adaptin_binding
PF10200	Ndufs5
PF10203	Pet191_N
PF10204	DuoxA
PF10205	KLRAQ
PF10206	WRW
PF10208	Armet
PF10209	DUF2340
PF10210	MRP-S32
PF10211	Ax_dynein_light
PF10212	TTKRSYEDQ
PF10213	MRP-S28
PF10214	Rrn6
PF10215	Ost4
PF10216	ChpXY
PF10217	DUF2039
PF10218	DUF2054
PF10220	DUF2146
PF10221	DUF2151
PF10222	DUF2152
PF10223	DUF2181
PF10224	DUF2205
PF10225	DUF2215
PF10226	DUF2216
PF10228	DUF2228
PF10229	DUF2246
PF10230	DUF2305
PF10231	DUF2315
PF10232	Med8
PF10233	Cg6151-P
PF10234	Cluap1
PF10235	Cript
PF10236	DAP3
PF10237	N6-adenineMlase
PF10238	Eapp_C
PF10239	DUF2465
PF10240	DUF2464
PF10241	KxDL
PF10242	L_HGMIC_fpl
PF10243	MIP-T3
PF10244	MRP-L51
PF10245	MRP-S22
PF10246	MRP-S35
PF10247	Romo1
PF10248	Mlf1IP
PF10249	NDUFB10
PF10250	O-FucT
PF10251	PEN-2
PF10252	PP28
PF10253	PRCC
PF10254	Pacs-1
PF10255	Paf67
PF10256	Erf4
PF10257	RAI16-like
PF10258	RNA_GG_bind
PF10259	Rogdi_lz
PF10260	SAYSvFN
PF10261	Scs3p
PF10262	Rdx
PF10263	SprT-like
PF10264	Stork_head
PF10265	DUF2217
PF10266	Strumpellin
PF10267	Tmemb_cc2
PF10268	Tmemb_161AB
PF10269	Tmemb_185A
PF10270	MMgT
PF10271	Tmp39
PF10272	Tmpp129
PF10273	WGG
PF10274	ParcG
PF10275	Peptidase_C65
PF10276	zf-CHCC
PF10277	Frag1
PF10278	Med19
PF10279	Latarcin
PF10280	Med11
PF10281	Ish1
PF10282	Lactonase
PF10283	zf-CCHH
PF10284	Luciferase_3H
PF10285	Luciferase_cat
PF10287	DUF2401
PF10288	DUF2392
PF10290	DUF2403
PF10291	muHD
PF10292	7TM_GPCR_Srab
PF10293	DUF2405
PF10294	Methyltransf_16
PF10295	DUF2406
PF10296	DUF2404
PF10297	Hap4_Hap_bind
PF10298	WhiA_N
PF10300	DUF3808
PF10302	DUF2407
PF10303	DUF2408
PF10304	DUF2411
PF10305	Fmp27_SW
PF10306	FLILHELTA
PF10307	DUF2410
PF10309	DUF2414
PF10310	DUF2413
PF10311	Ilm1
PF10312	Cactin_mid
PF10313	DUF2415
PF10315	DUF2416
PF10316	7TM_GPCR_Srbc
PF10317	7TM_GPCR_Srd
PF10318	7TM_GPCR_Srh
PF10319	7TM_GPCR_Srj
PF10320	7TM_GPCR_Srsx
PF10321	7TM_GPCR_Srt
PF10322	7TM_GPCR_Sru
PF10323	7TM_GPCR_Srv
PF10324	7TM_GPCR_Srw
PF10325	7TM_GPCR_Srz
PF10326	7TM_GPCR_Str
PF10327	7TM_GPCR_Sri
PF10328	7TM_GPCR_Srx
PF10329	DUF2417
PF10330	Stb3
PF10332	DUF2418
PF10333	Pga1
PF10334	DUF2421
PF10335	DUF294_C
PF10336	DUF2420
PF10337	DUF2422
PF10338	DUF2423
PF10339	Vel1p
PF10340	DUF2424
PF10341	TPP1
PF10342	GPI-anchored
PF10343	DUF2419
PF10344	Fmp27
PF10345	Cohesin_load
PF10346	Con-6
PF10347	Fmp27_GFWDK
PF10348	DUF2427
PF10349	WWbp
PF10350	DUF2428
PF10351	Apt1
PF10353	DUF2430
PF10354	DUF2431
PF10355	Ytp1
PF10356	DUF2034
PF10357	Kin17_mid
PF10358	NT-C2
PF10359	Fmp27_WPPW
PF10360	DUF2433
PF10361	DUF2434
PF10363	DUF2435
PF10364	NKWYS
PF10365	DUF2436
PF10366	Vps39_1
PF10367	Vps39_2
PF10368	YkyA
PF10369	ALS_ss_C
PF10370	DUF2437
PF10371	EKR
PF10372	YojJ
PF10373	EST1_DNA_bind
PF10374	EST1
PF10375	GRAB
PF10376	Mei5
PF10377	ATG11
PF10378	RRM
PF10379	nec1
PF10380	CRF1
PF10381	Autophagy_Cterm
PF10382	DUF2439
PF10383	Clr2
PF10384	Scm3
PF10385	RNA_pol_Rpb2_45
PF10386	DUF2441
PF10387	DUF2442
PF10388	YkuI_C
PF10389	CoatB
PF10390	ELL
PF10391	DNA_pol_lambd_f
PF10392	COG5
PF10393	Matrilin_ccoil
PF10394	Hat1_N
PF10395	Utp8
PF10396	TrmE_N
PF10397	ADSL_C
PF10398	DUF2443
PF10399	UCR_Fe-S_N
PF10400	Vir_act_alpha_C
PF10401	IRF-3
PF10403	BHD_1
PF10404	BHD_2
PF10405	BHD_3
PF10406	TAF8_C
PF10407	Cytokin_check_N
PF10408	Ufd2P_core
PF10409	PTEN_C2
PF10410	DnaB_bind
PF10411	DsbC_N
PF10412	TrwB_AAD_bind
PF10413	Rhodopsin_N
PF10414	CysG_dimeriser
PF10415	FumaraseC_C
PF10416	IBD
PF10417	1-cysPrx_C
PF10418	DHODB_Fe-S_bind
PF10419	TFIIIC_sub6
PF10420	IL12p40_C
PF10421	OAS1_C
PF10422	LRS4
PF10423	AMNp_N
PF10425	SdrG_C_C
PF10426	zf-RAG1
PF10427	Ago_hook
PF10428	SOG2
PF10429	Mtr2
PF10430	Ig_Tie2_1
PF10431	ClpB_D2-small
PF10432	bact-PGI_C
PF10433	MMS1_N
PF10434	MAM1
PF10435	BetaGal_dom2
PF10436	BCDHK_Adom3
PF10437	Lip_prot_lig_C
PF10438	Cyc-maltodext_C
PF10439	Bacteriocin_IIc
PF10440	WIYLD
PF10441	Urb2
PF10442	FIST_C
PF10443	RNA12
PF10444	Nbl1_Borealin_N
PF10445	DUF2456
PF10446	DUF2457
PF10447	EXOSC1
PF10448	chaperone_DMP
PF10450	POC1
PF10451	Stn1
PF10452	TCO89
PF10453	NUFIP1
PF10454	DUF2458
PF10455	BAR_2
PF10456	BAR_3_WASP_bdg
PF10457	MENTAL
PF10458	Val_tRNA-synt_C
PF10459	Peptidase_S46
PF10460	Peptidase_M30
PF10461	Peptidase_S68
PF10462	Peptidase_M66
PF10463	Peptidase_U49
PF10464	Peptidase_U40
PF10465	Inhibitor_I24
PF10466	Inhibitor_I34
PF10467	Inhibitor_I48
PF10468	Inhibitor_I68
PF10469	AKAP7_NLS
PF10470	AKAP7_RIRII_bdg
PF10471	APC_CDC26
PF10472	CReP_N
PF10473	CENP-F_leu_zip
PF10474	DUF2451
PF10475	DUF2450
PF10476	DUF2448
PF10477	EIF4E-T
PF10479	FSA_C
PF10480	ICAP-1_inte_bdg
PF10481	CENP-F_N
PF10482	CtIP_N
PF10483	Elong_Iki1
PF10484	MRP-S23
PF10486	PI3K_1B_p101
PF10487	Nup188
PF10488	PP1c_bdg
PF10489	RFPL3_antisense
PF10490	CENP-F_C_Rb_bdg
PF10491	Nrf1_DNA-bind
PF10492	Nrf1_activ_bdg
PF10493	Rod_C
PF10494	Stk19
PF10495	PACT_coil_coil
PF10496	Syntaxin-18_N
PF10497	zf-4CXXC_R1
PF10498	IFT57
PF10500	SR-25
PF10501	Ribosomal_L50
PF10502	Peptidase_S26
PF10503	Esterase_phd
PF10504	DUF2452
PF10505	NARG2_C
PF10506	MCC-bdg_PDZ
PF10507	DUF2453
PF10508	Proteasom_PSMB
PF10509	GalKase_gal_bdg
PF10510	PIG-S
PF10511	Cementoin
PF10512	Borealin
PF10513	EPL1
PF10514	Bcl-2_BAD
PF10515	APP_amyloid
PF10516	SHNi-TPR
PF10517	DM13
PF10518	TAT_signal
PF10520	Kua-UEV1_localn
PF10521	DUF2454
PF10522	RII_binding_1
PF10523	BEN
PF10524	NfI_DNAbd_pre-N
PF10525	Engrail_1_C_sig
PF10528	PA14_2
PF10529	Hist_rich_Ca-bd
PF10530	Toxin_35
PF10531	SLBB
PF10532	Plant_all_beta
PF10533	Plant_zn_clust
PF10534	CRIC_ras_sig
PF10536	PMD
PF10537	WAC_Acf1_DNA_bd
PF10538	ITAM_Cys-rich
PF10539	Dev_Cell_Death
PF10540	Membr_traf_MHD
PF10541	KASH
PF10542	Vitelline_membr
PF10543	ORF6N
PF10544	T5orf172
PF10545	MADF_DNA_bdg
PF10546	P63C
PF10547	P22_AR_N
PF10548	P22_AR_C
PF10549	ORF11CD3
PF10550	Toxin_36
PF10551	MULE
PF10552	ORF6C
PF10553	MSV199
PF10554	Phage_ASH
PF10555	MraY_sig1
PF10557	Cullin_Nedd8
PF10558	MTP18
PF10559	Plug_translocon
PF10561	UPF0565
PF10562	CaM_bdg_C0
PF10563	CdCA1
PF10564	MAR_sialic_bdg
PF10565	NMDAR2_C
PF10566	Glyco_hydro_97
PF10567	Nab6_mRNP_bdg
PF10568	Tom37
PF10569	Thiol-ester_cl
PF10570	Myelin-PO_C
PF10571	UPF0547
PF10572	UPF0556
PF10573	UPF0561
PF10574	UPF0552
PF10576	EndIII_4Fe-2S
PF10577	UPF0560
PF10578	SVS_QK
PF10579	Rapsyn_N
PF10580	Neuromodulin_N
PF10581	Synapsin_N
PF10582	Connexin_CCC
PF10583	Involucrin_N
PF10584	Proteasome_A_N
PF10585	UBA_e1_thiolCys
PF10587	EF-1_beta_acid
PF10588	NADH-G_4Fe-4S_3
PF10589	NADH_4Fe-4S
PF10590	PNPOx_C
PF10591	SPARC_Ca_bdg
PF10592	AIPR
PF10593	Z1
PF10595	UPF0564
PF10596	U6-snRNA_bdg
PF10597	U5_2-snRNA_bdg
PF10598	RRM_4
PF10599	Nup_retrotrp_bd
PF10600	PDZ_assoc
PF10601	zf-LITAF-like
PF10602	RPN7
PF10604	Polyketide_cyc2
PF10605	3HBOH
PF10606	GluR_Homer-bdg
PF10607	CLTH
PF10608	MAGUK_N_PEST
PF10609	ParA
PF10610	Tafi-CsgC
PF10611	DUF2469
PF10612	Spore-coat_CotZ
PF10613	Lig_chan-Glu_bd
PF10614	CsgF
PF10615	DUF2470
PF10616	DUF2471
PF10617	DUF2474
PF10618	Tail_tube
PF10620	MdcG
PF10621	FpoO
PF10622	Ehbp
PF10623	PilI
PF10624	TraS
PF10625	UspB
PF10626	TraO
PF10627	CsgE
PF10628	CotE
PF10629	DUF2475
PF10630	DUF2476
PF10631	DUF2477
